@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8}

@data
567,'2023/12/30 17:17:12:196',8,146,101,5
568,'2023/12/30 17:17:12:213',8,145,100,5
569,'2023/12/30 17:17:12:279',8,144,99,5
570,'2023/12/30 17:17:12:286',8,144,98,5
571,'2023/12/30 17:17:12:297',8,144,97,5
572,'2023/12/30 17:17:12:304',8,143,97,5
573,'2023/12/30 17:17:12:313',8,143,96,5
574,'2023/12/30 17:17:12:336',8,143,95,5
575,'2023/12/30 17:17:12:380',8,142,94,5
576,'2023/12/30 17:17:12:399',8,142,92,5
577,'2023/12/30 17:17:12:401',8,141,91,5
578,'2023/12/30 17:17:12:417',8,141,89,5
579,'2023/12/30 17:17:12:434',8,140,87,5
580,'2023/12/30 17:17:12:446',8,139,85,5
581,'2023/12/30 17:17:12:467',8,139,84,5
582,'2023/12/30 17:17:12:531',8,138,84,5
583,'2023/12/30 17:17:12:553',8,137,84,5
584,'2023/12/30 17:17:12:580',8,136,85,5
585,'2023/12/30 17:17:12:596',8,135,85,5
586,'2023/12/30 17:17:12:603',8,135,86,5
587,'2023/12/30 17:17:12:664',8,135,87,5
588,'2023/12/30 17:17:12:680',8,135,88,5
589,'2023/12/30 17:17:12:696',8,134,89,5
590,'2023/12/30 17:17:12:730',8,134,90,5
591,'2023/12/30 17:17:12:746',8,134,91,5
592,'2023/12/30 17:17:12:763',8,133,92,5
593,'2023/12/30 17:17:12:781',8,133,94,5
594,'2023/12/30 17:17:12:786',8,133,95,5
595,'2023/12/30 17:17:12:796',8,132,95,5
596,'2023/12/30 17:17:12:814',8,132,96,5
597,'2023/12/30 17:17:12:823',8,132,97,5
598,'2023/12/30 17:17:12:836',8,131,98,5
599,'2023/12/30 17:17:12:846',8,131,99,5
600,'2023/12/30 17:17:12:880',8,131,100,5
601,'2023/12/30 17:17:12:897',8,131,101,5
602,'2023/12/30 17:17:12:913',8,131,102,5
603,'2023/12/30 17:17:12:932',8,131,103,5
604,'2023/12/30 17:17:12:946',8,131,104,5
605,'2023/12/30 17:17:12:963',8,131,105,5
606,'2023/12/30 17:17:12:996',8,131,106,5
607,'2023/12/30 17:17:13:016',8,131,107,5
608,'2023/12/30 17:17:13:030',8,131,108,5
609,'2023/12/30 17:17:13:046',8,131,110,5
610,'2023/12/30 17:17:13:069',8,131,112,5
611,'2023/12/30 17:17:13:087',8,132,113,5
612,'2023/12/30 17:17:13:113',8,132,114,5
613,'2023/12/30 17:17:13:130',8,132,115,5
614,'2023/12/30 17:17:13:147',8,133,115,5
615,'2023/12/30 17:17:13:155',8,133,116,5
616,'2023/12/30 17:17:13:170',8,134,117,5
617,'2023/12/30 17:17:13:188',8,134,118,5
618,'2023/12/30 17:17:13:196',8,135,119,5
619,'2023/12/30 17:17:13:213',8,137,120,5
620,'2023/12/30 17:17:13:232',8,137,120,5
621,'2023/12/30 17:17:13:249',8,138,120,5
622,'2023/12/30 17:17:13:296',8,139,120,5
623,'2023/12/30 17:17:13:355',8,140,119,5
624,'2023/12/30 17:17:13:380',8,140,118,5
625,'2023/12/30 17:17:13:413',8,140,117,5
626,'2023/12/30 17:17:13:422',8,140,116,5
627,'2023/12/30 17:17:13:447',8,140,115,5
628,'2023/12/30 17:17:13:465',8,140,113,5
629,'2023/12/30 17:17:13:469',8,140,112,5
630,'2023/12/30 17:17:13:479',8,140,111,5
631,'2023/12/30 17:17:13:497',8,140,109,5
632,'2023/12/30 17:17:13:515',8,140,107,5
633,'2023/12/30 17:17:13:548',8,140,106,5
634,'2023/12/30 17:17:13:597',8,140,105,5
635,'2023/12/30 17:17:13:622',8,140,104,5
636,'2023/12/30 17:17:13:632',8,140,103,5
637,'2023/12/30 17:17:13:646',8,141,102,5
638,'2023/12/30 17:17:13:655',8,142,101,5
639,'2023/12/30 17:17:13:663',8,143,100,5
640,'2023/12/30 17:17:13:680',8,143,99,5
641,'2023/12/30 17:17:13:687',8,144,99,5
642,'2023/12/30 17:17:13:813',8,144,100,5
643,'2023/12/30 17:17:13:830',8,145,102,5
644,'2023/12/30 17:17:13:848',8,146,104,5
645,'2023/12/30 17:17:13:864',8,146,106,5
646,'2023/12/30 17:17:13:880',8,147,108,5
647,'2023/12/30 17:17:13:885',8,148,109,5
648,'2023/12/30 17:17:13:904',8,148,110,5
649,'2023/12/30 17:17:13:919',8,148,111,5
650,'2023/12/30 17:17:13:936',8,149,111,5
651,'2023/12/30 17:17:13:947',8,149,112,5
652,'2023/12/30 17:17:13:963',8,150,113,5
653,'2023/12/30 17:17:13:981',8,150,114,5
654,'2023/12/30 17:17:13:997',8,151,115,5
655,'2023/12/30 17:17:14:013',8,152,116,5
656,'2023/12/30 17:17:14:030',8,153,117,5
657,'2023/12/30 17:17:14:046',8,154,118,5
658,'2023/12/30 17:17:14:064',8,155,118,5
659,'2023/12/30 17:17:14:084',8,156,119,5
660,'2023/12/30 17:17:14:097',8,157,119,5
661,'2023/12/30 17:17:14:113',8,157,120,5
662,'2023/12/30 17:17:14:273',8,158,120,5
663,'2023/12/30 17:17:14:297',8,159,120,5
664,'2023/12/30 17:17:14:320',8,160,120,5
665,'2023/12/30 17:17:14:330',8,160,120,5
666,'2023/12/30 17:17:14:420',8,160,120,5
667,'2023/12/30 17:17:14:453',8,160,119,5
668,'2023/12/30 17:17:14:503',8,160,118,5
669,'2023/12/30 17:17:14:580',8,160,117,5
670,'2023/12/30 17:17:14:616',8,160,116,5
671,'2023/12/30 17:17:14:629',8,160,115,5
672,'2023/12/30 17:17:14:646',8,160,113,5
673,'2023/12/30 17:17:14:663',8,160,112,5
674,'2023/12/30 17:17:14:681',8,160,111,5
675,'2023/12/30 17:17:14:729',8,160,110,5
676,'2023/12/30 17:17:14:735',8,160,109,5
677,'2023/12/30 17:17:14:746',8,160,108,5
678,'2023/12/30 17:17:14:751',8,160,107,5
679,'2023/12/30 17:17:14:763',8,160,106,5
680,'2023/12/30 17:17:14:768',8,160,104,5
681,'2023/12/30 17:17:14:780',8,160,103,5
682,'2023/12/30 17:17:14:787',8,159,101,5
683,'2023/12/30 17:17:14:796',8,159,100,5
684,'2023/12/30 17:17:14:813',8,158,99,5
685,'2023/12/30 17:17:14:829',8,158,98,5
686,'2023/12/30 17:17:14:847',8,157,97,5
687,'2023/12/30 17:17:14:863',8,157,96,5
688,'2023/12/30 17:17:14:879',8,157,95,5
689,'2023/12/30 17:17:14:896',8,156,93,5
690,'2023/12/30 17:17:14:913',8,156,92,5
691,'2023/12/30 17:17:14:929',8,155,91,5
692,'2023/12/30 17:17:14:947',8,155,90,5
693,'2023/12/30 17:17:14:963',8,154,89,5
694,'2023/12/30 17:17:15:020',8,153,89,5
695,'2023/12/30 17:17:15:063',8,152,89,5
696,'2023/12/30 17:17:15:097',8,151,89,5
697,'2023/12/30 17:17:15:113',8,150,89,5
698,'2023/12/30 17:17:15:131',8,149,89,5
699,'2023/12/30 17:17:15:152',8,149,90,5
700,'2023/12/30 17:17:15:165',8,148,90,5
701,'2023/12/30 17:17:15:180',8,147,90,5
702,'2023/12/30 17:17:15:197',8,147,91,5
703,'2023/12/30 17:17:15:234',8,146,92,5
704,'2023/12/30 17:17:15:246',8,145,92,5
705,'2023/12/30 17:17:15:254',8,144,93,5
706,'2023/12/30 17:17:15:270',8,143,94,5
707,'2023/12/30 17:17:15:280',8,142,94,5
708,'2023/12/30 17:17:15:297',8,141,95,5
709,'2023/12/30 17:17:15:304',8,140,95,5
710,'2023/12/30 17:17:15:322',8,139,96,5
711,'2023/12/30 17:17:15:352',8,138,96,5
712,'2023/12/30 17:17:21:594',9,86,105,6
713,'2023/12/30 17:17:21:889',9,85,102,6
714,'2023/12/30 17:17:21:896',9,84,102,6
715,'2023/12/30 17:17:21:905',9,83,101,6
716,'2023/12/30 17:17:21:923',9,82,101,6
717,'2023/12/30 17:17:21:946',9,81,101,6
718,'2023/12/30 17:17:21:980',9,80,101,6
719,'2023/12/30 17:17:22:001',9,79,101,6
720,'2023/12/30 17:17:22:004',9,78,100,6
721,'2023/12/30 17:17:22:013',9,77,100,6
722,'2023/12/30 17:17:22:039',9,75,99,6
723,'2023/12/30 17:17:22:046',9,73,98,6
724,'2023/12/30 17:17:22:064',9,72,97,6
725,'2023/12/30 17:17:22:086',9,71,97,6
726,'2023/12/30 17:17:22:096',9,70,96,6
727,'2023/12/30 17:17:22:105',9,69,95,6
728,'2023/12/30 17:17:22:123',9,68,94,6
729,'2023/12/30 17:17:22:129',9,68,93,6
730,'2023/12/30 17:17:22:137',9,67,93,6
731,'2023/12/30 17:17:22:146',9,67,92,6
732,'2023/12/30 17:17:22:163',9,66,91,6
733,'2023/12/30 17:17:22:188',9,66,90,6
734,'2023/12/30 17:17:22:231',9,65,90,6
735,'2023/12/30 17:17:22:246',9,65,89,6
736,'2023/12/30 17:17:22:263',9,64,88,6
737,'2023/12/30 17:17:22:279',9,63,87,6
738,'2023/12/30 17:17:22:296',9,63,86,6
739,'2023/12/30 17:17:22:315',9,62,85,6
740,'2023/12/30 17:17:22:382',9,61,85,6
741,'2023/12/30 17:17:22:413',9,61,86,6
742,'2023/12/30 17:17:22:438',9,61,87,6
743,'2023/12/30 17:17:22:446',9,60,87,6
744,'2023/12/30 17:17:22:453',9,60,88,6
745,'2023/12/30 17:17:22:467',9,60,89,6
746,'2023/12/30 17:17:22:480',9,60,91,6
747,'2023/12/30 17:17:22:513',9,59,93,6
748,'2023/12/30 17:17:22:521',9,59,95,6
749,'2023/12/30 17:17:22:531',9,58,96,6
750,'2023/12/30 17:17:22:539',9,58,97,6
751,'2023/12/30 17:17:22:546',9,58,98,6
752,'2023/12/30 17:17:22:564',9,58,99,6
753,'2023/12/30 17:17:22:580',9,57,101,6
754,'2023/12/30 17:17:22:596',9,57,103,6
755,'2023/12/30 17:17:22:616',9,56,105,6
756,'2023/12/30 17:17:22:629',9,56,106,6
757,'2023/12/30 17:17:22:646',9,56,107,6
758,'2023/12/30 17:17:22:669',9,56,108,6
759,'2023/12/30 17:17:22:686',9,56,109,6
760,'2023/12/30 17:17:22:700',9,56,110,6
761,'2023/12/30 17:17:22:713',9,56,111,6
762,'2023/12/30 17:17:22:719',9,56,113,6
763,'2023/12/30 17:17:22:730',9,56,114,6
764,'2023/12/30 17:17:22:736',9,56,115,6
765,'2023/12/30 17:17:22:747',9,56,116,6
766,'2023/12/30 17:17:22:753',9,56,117,6
767,'2023/12/30 17:17:22:764',9,56,118,6
768,'2023/12/30 17:17:22:780',9,56,119,6
769,'2023/12/30 17:17:22:813',9,56,120,6
770,'2023/12/30 17:17:22:830',9,57,120,6
771,'2023/12/30 17:17:22:850',9,58,120,6
772,'2023/12/30 17:17:22:863',9,58,120,6
773,'2023/12/30 17:17:22:882',9,59,120,6
774,'2023/12/30 17:17:22:899',9,60,120,6
775,'2023/12/30 17:17:22:934',9,61,120,6
776,'2023/12/30 17:17:22:950',9,61,119,6
777,'2023/12/30 17:17:22:959',9,61,118,6
778,'2023/12/30 17:17:22:963',9,61,117,6
779,'2023/12/30 17:17:22:984',9,61,116,6
780,'2023/12/30 17:17:22:999',9,61,115,6
781,'2023/12/30 17:17:23:020',9,61,114,6
782,'2023/12/30 17:17:23:048',9,61,113,6
783,'2023/12/30 17:17:23:066',9,61,112,6
784,'2023/12/30 17:17:23:070',9,61,111,6
785,'2023/12/30 17:17:23:096',9,61,110,6
786,'2023/12/30 17:17:23:130',9,61,109,6
787,'2023/12/30 17:17:23:151',9,62,109,6
788,'2023/12/30 17:17:23:165',9,63,107,6
789,'2023/12/30 17:17:23:180',9,64,106,6
790,'2023/12/30 17:17:23:219',9,65,105,6
791,'2023/12/30 17:17:23:250',9,66,105,6
792,'2023/12/30 17:17:23:263',9,66,104,6
793,'2023/12/30 17:17:23:269',9,67,104,6
794,'2023/12/30 17:17:23:287',9,67,103,6
795,'2023/12/30 17:17:23:299',9,68,103,6
796,'2023/12/30 17:17:23:303',9,68,102,6
797,'2023/12/30 17:17:23:313',9,69,102,6
798,'2023/12/30 17:17:23:330',9,70,100,6
799,'2023/12/30 17:17:23:346',9,72,99,6
800,'2023/12/30 17:17:23:365',9,73,99,6
801,'2023/12/30 17:17:23:370',9,73,98,6
802,'2023/12/30 17:17:23:386',9,74,98,6
803,'2023/12/30 17:17:23:403',9,76,97,6
804,'2023/12/30 17:17:23:413',9,78,97,6
805,'2023/12/30 17:17:23:432',9,80,97,6
806,'2023/12/30 17:17:23:447',9,81,97,6
807,'2023/12/30 17:17:23:463',9,83,97,6
808,'2023/12/30 17:17:23:490',9,84,97,6
809,'2023/12/30 17:17:23:546',9,84,98,6
810,'2023/12/30 17:17:23:563',9,84,99,6
811,'2023/12/30 17:17:23:570',9,85,100,6
812,'2023/12/30 17:17:23:580',9,85,101,6
813,'2023/12/30 17:17:23:587',9,85,102,6
814,'2023/12/30 17:17:23:597',9,85,103,6
815,'2023/12/30 17:17:23:604',9,85,104,6
816,'2023/12/30 17:17:23:613',9,85,106,6
817,'2023/12/30 17:17:23:630',9,85,109,6
818,'2023/12/30 17:17:23:646',9,86,112,6
819,'2023/12/30 17:17:23:663',9,86,115,6
820,'2023/12/30 17:17:23:680',9,86,116,6
821,'2023/12/30 17:17:23:697',9,86,117,6
822,'2023/12/30 17:17:23:833',9,86,118,6
823,'2023/12/30 17:17:23:864',9,85,119,6
824,'2023/12/30 17:17:23:880',9,83,120,6
825,'2023/12/30 17:17:23:900',9,80,120,6
826,'2023/12/30 17:17:23:902',9,78,120,6
827,'2023/12/30 17:17:23:918',9,76,120,6
828,'2023/12/30 17:17:23:930',9,73,120,6
829,'2023/12/30 17:17:23:946',9,70,120,6
830,'2023/12/30 17:17:23:963',9,68,120,6
831,'2023/12/30 17:17:23:981',9,65,120,6
832,'2023/12/30 17:17:23:997',9,64,118,6
833,'2023/12/30 17:17:24:013',9,63,117,6
834,'2023/12/30 17:17:24:029',9,63,116,6
835,'2023/12/30 17:17:24:051',9,63,115,6
836,'2023/12/30 17:17:24:069',9,63,114,6
837,'2023/12/30 17:17:24:080',9,63,113,6
838,'2023/12/30 17:17:24:087',9,63,112,6
839,'2023/12/30 17:17:24:096',9,63,110,6
840,'2023/12/30 17:17:24:101',9,63,108,6
841,'2023/12/30 17:17:24:113',9,63,107,6
842,'2023/12/30 17:17:24:119',9,63,105,6
843,'2023/12/30 17:17:24:129',9,63,103,6
844,'2023/12/30 17:17:24:135',9,63,101,6
845,'2023/12/30 17:17:24:149',9,63,100,6
846,'2023/12/30 17:17:24:163',9,63,98,6
847,'2023/12/30 17:17:24:180',9,63,97,6
848,'2023/12/30 17:17:24:197',9,64,95,6
849,'2023/12/30 17:17:24:214',9,65,94,6
850,'2023/12/30 17:17:24:231',9,66,92,6
851,'2023/12/30 17:17:24:246',9,66,91,6
852,'2023/12/30 17:17:24:265',9,67,90,6
853,'2023/12/30 17:17:24:300',9,68,90,6
854,'2023/12/30 17:17:24:320',9,69,90,6
855,'2023/12/30 17:17:24:330',9,70,89,6
856,'2023/12/30 17:17:24:347',9,71,89,6
857,'2023/12/30 17:17:24:352',9,72,88,6
858,'2023/12/30 17:17:24:363',9,73,88,6
859,'2023/12/30 17:17:24:372',9,74,88,6
860,'2023/12/30 17:17:24:379',9,74,87,6
861,'2023/12/30 17:17:24:388',9,75,87,6
862,'2023/12/30 17:17:24:405',9,76,87,6
863,'2023/12/30 17:17:24:430',9,77,87,6
864,'2023/12/30 17:17:24:453',9,78,87,6
865,'2023/12/30 17:17:24:463',9,79,87,6
866,'2023/12/30 17:17:24:480',9,80,87,6
867,'2023/12/30 17:17:24:515',9,81,87,6
868,'2023/12/30 17:17:24:546',9,81,88,6
869,'2023/12/30 17:17:24:615',9,81,89,6
870,'2023/12/30 17:17:30:554',10,25,105,7
871,'2023/12/30 17:17:30:746',10,19,103,7
872,'2023/12/30 17:17:30:764',10,17,102,7
873,'2023/12/30 17:17:30:780',10,16,102,7
874,'2023/12/30 17:17:30:863',10,15,100,7
875,'2023/12/30 17:17:30:880',10,13,97,7
876,'2023/12/30 17:17:30:887',10,11,95,7
877,'2023/12/30 17:17:30:896',10,10,93,7
878,'2023/12/30 17:17:30:904',10,9,92,7
879,'2023/12/30 17:17:30:914',10,7,91,7
880,'2023/12/30 17:17:30:921',10,6,90,7
881,'2023/12/30 17:17:30:930',10,6,89,7
882,'2023/12/30 17:17:30:937',10,5,88,7
883,'2023/12/30 17:17:30:955',10,4,87,7
884,'2023/12/30 17:17:30:970',10,3,86,7
885,'2023/12/30 17:17:30:987',10,3,85,7
886,'2023/12/30 17:17:30:998',10,2,84,7
887,'2023/12/30 17:17:31:013',10,2,83,7
888,'2023/12/30 17:17:31:029',10,1,82,7
889,'2023/12/30 17:17:31:046',10,0,81,7
890,'2023/12/30 17:17:31:063',10,0,80,7
891,'2023/12/30 17:17:31:113',10,0,79,7
892,'2023/12/30 17:17:31:129',10,0,78,7
893,'2023/12/30 17:17:31:147',10,1,78,7
894,'2023/12/30 17:17:31:151',10,1,77,7
895,'2023/12/30 17:17:31:170',10,2,77,7
896,'2023/12/30 17:17:31:179',10,3,77,7
897,'2023/12/30 17:17:31:185',10,4,77,7
898,'2023/12/30 17:17:31:197',10,5,76,7
899,'2023/12/30 17:17:31:202',10,6,76,7
900,'2023/12/30 17:17:31:213',10,8,76,7
901,'2023/12/30 17:17:31:219',10,9,76,7
902,'2023/12/30 17:17:31:233',10,10,76,7
903,'2023/12/30 17:17:31:246',10,11,76,7
904,'2023/12/30 17:17:31:252',10,12,76,7
905,'2023/12/30 17:17:31:280',10,13,77,7
906,'2023/12/30 17:17:31:313',10,13,78,7
907,'2023/12/30 17:17:31:334',10,13,79,7
908,'2023/12/30 17:17:31:346',10,13,82,7
909,'2023/12/30 17:17:31:368',10,13,85,7
910,'2023/12/30 17:17:31:369',10,13,88,7
911,'2023/12/30 17:17:31:383',10,12,91,7
912,'2023/12/30 17:17:31:397',10,10,95,7
913,'2023/12/30 17:17:31:413',10,9,98,7
914,'2023/12/30 17:17:31:430',10,9,100,7
915,'2023/12/30 17:17:31:448',10,9,101,7
916,'2023/12/30 17:17:31:452',10,8,101,7
917,'2023/12/30 17:17:31:477',10,8,102,7
918,'2023/12/30 17:17:31:489',10,7,103,7
919,'2023/12/30 17:17:31:496',10,7,104,7
920,'2023/12/30 17:17:31:511',10,6,105,7
921,'2023/12/30 17:17:31:520',10,5,106,7
922,'2023/12/30 17:17:31:536',10,5,107,7
923,'2023/12/30 17:17:31:546',10,4,108,7
924,'2023/12/30 17:17:31:563',10,2,109,7
925,'2023/12/30 17:17:31:580',10,1,110,7
926,'2023/12/30 17:17:31:597',10,0,111,7
927,'2023/12/30 17:17:31:603',10,0,112,7
928,'2023/12/30 17:17:31:613',10,0,113,7
929,'2023/12/30 17:17:31:630',10,0,114,7
930,'2023/12/30 17:17:31:647',10,0,115,7
931,'2023/12/30 17:17:31:663',10,0,116,7
932,'2023/12/30 17:17:31:682',10,0,116,7
933,'2023/12/30 17:17:31:686',10,0,117,7
934,'2023/12/30 17:17:31:696',10,0,117,7
935,'2023/12/30 17:17:31:702',10,0,117,7
936,'2023/12/30 17:17:31:713',10,0,117,7
937,'2023/12/30 17:17:31:730',10,0,117,7
938,'2023/12/30 17:17:31:747',10,0,117,7
939,'2023/12/30 17:17:31:863',10,1,118,7
940,'2023/12/30 17:17:31:880',10,3,119,7
941,'2023/12/30 17:17:31:898',10,7,120,7
942,'2023/12/30 17:17:31:916',10,12,120,7
943,'2023/12/30 17:17:31:930',10,18,120,7
944,'2023/12/30 17:17:31:946',10,21,120,7
945,'2023/12/30 17:17:31:963',10,24,120,7
946,'2023/12/30 17:17:31:982',10,25,120,7
947,'2023/12/30 17:17:31:996',10,26,120,7
948,'2023/12/30 17:17:32:180',10,27,120,7
949,'2023/12/30 17:17:32:196',10,27,119,7
950,'2023/12/30 17:17:32:230',10,27,118,7
951,'2023/12/30 17:17:32:247',10,27,117,7
952,'2023/12/30 17:17:32:252',10,27,116,7
953,'2023/12/30 17:17:32:263',10,26,115,7
954,'2023/12/30 17:17:32:280',10,25,114,7
955,'2023/12/30 17:17:32:287',10,24,113,7
956,'2023/12/30 17:17:32:298',10,24,112,7
957,'2023/12/30 17:17:32:313',10,23,112,7
958,'2023/12/30 17:17:32:322',10,23,111,7
959,'2023/12/30 17:17:32:330',10,23,110,7
960,'2023/12/30 17:17:32:336',10,22,110,7
961,'2023/12/30 17:17:32:347',10,22,109,7
962,'2023/12/30 17:17:32:369',10,22,108,7
963,'2023/12/30 17:17:32:380',10,21,108,7
964,'2023/12/30 17:17:32:398',10,21,107,7
965,'2023/12/30 17:17:32:413',10,21,106,7
966,'2023/12/30 17:17:32:463',10,20,106,7
967,'2023/12/30 17:17:32:515',10,20,105,7
968,'2023/12/30 17:17:32:580',10,19,105,7
969,'2023/12/30 17:17:32:730',10,18,105,7
970,'2023/12/30 17:17:32:751',10,17,105,7
971,'2023/12/30 17:17:32:763',10,16,105,7
972,'2023/12/30 17:17:32:836',10,16,104,7
973,'2023/12/30 17:17:32:846',10,17,103,7
974,'2023/12/30 17:17:32:855',10,17,101,7
975,'2023/12/30 17:17:32:863',10,18,100,7
976,'2023/12/30 17:17:32:870',10,19,99,7
977,'2023/12/30 17:17:32:881',10,19,98,7
978,'2023/12/30 17:17:32:899',10,20,97,7
979,'2023/12/30 17:17:32:947',10,21,97,7
980,'2023/12/30 17:17:37:663',11,2,48,8
981,'2023/12/30 17:17:37:914',11,6,47,8
982,'2023/12/30 17:17:37:934',11,10,46,8
983,'2023/12/30 17:17:37:947',11,12,45,8
984,'2023/12/30 17:17:37:963',11,14,45,8
985,'2023/12/30 17:17:37:980',11,15,45,8
986,'2023/12/30 17:17:38:107',11,16,45,8
987,'2023/12/30 17:17:38:113',11,16,44,8
988,'2023/12/30 17:17:38:130',11,17,44,8
989,'2023/12/30 17:17:38:150',11,18,44,8
990,'2023/12/30 17:17:38:154',11,19,43,8
991,'2023/12/30 17:17:38:167',11,20,42,8
992,'2023/12/30 17:17:38:180',11,22,42,8
993,'2023/12/30 17:17:38:196',11,23,41,8
994,'2023/12/30 17:17:38:213',11,25,40,8
995,'2023/12/30 17:17:38:232',11,27,40,8
996,'2023/12/30 17:17:38:246',11,28,39,8
997,'2023/12/30 17:17:38:263',11,29,39,8
998,'2023/12/30 17:17:38:280',11,30,39,8
999,'2023/12/30 17:17:38:299',11,31,39,8
1000,'2023/12/30 17:17:38:354',11,32,40,8
1001,'2023/12/30 17:17:38:363',11,33,40,8
1002,'2023/12/30 17:17:38:371',11,33,41,8
1003,'2023/12/30 17:17:38:380',11,34,41,8
1004,'2023/12/30 17:17:38:387',11,35,42,8
1005,'2023/12/30 17:17:38:397',11,36,43,8
1006,'2023/12/30 17:17:38:405',11,37,44,8
1007,'2023/12/30 17:17:38:413',11,37,45,8
1008,'2023/12/30 17:17:38:430',11,38,46,8
1009,'2023/12/30 17:17:38:446',11,39,47,8
1010,'2023/12/30 17:17:38:469',11,40,49,8
1011,'2023/12/30 17:17:38:496',11,40,50,8
1012,'2023/12/30 17:17:38:513',11,41,51,8
1013,'2023/12/30 17:17:38:549',11,40,52,8
1014,'2023/12/30 17:17:38:563',11,39,52,8
1015,'2023/12/30 17:17:38:580',11,36,54,8
1016,'2023/12/30 17:17:38:586',11,35,54,8
1017,'2023/12/30 17:17:38:596',11,34,55,8
1018,'2023/12/30 17:17:38:603',11,33,56,8
1019,'2023/12/30 17:17:38:615',11,32,57,8
1020,'2023/12/30 17:17:38:621',11,31,57,8
1021,'2023/12/30 17:17:38:638',11,30,58,8
1022,'2023/12/30 17:17:38:639',11,29,58,8
1023,'2023/12/30 17:17:38:647',11,29,59,8
1024,'2023/12/30 17:17:38:659',11,28,59,8
1025,'2023/12/30 17:17:38:664',11,28,60,8
1026,'2023/12/30 17:17:38:699',11,27,60,8
1027,'2023/12/30 17:17:38:729',11,26,60,8
1028,'2023/12/30 17:17:38:747',11,24,61,8
1029,'2023/12/30 17:17:38:766',11,22,62,8
1030,'2023/12/30 17:17:38:780',11,20,63,8
1031,'2023/12/30 17:17:38:797',11,18,64,8
1032,'2023/12/30 17:17:38:813',11,16,64,8
1033,'2023/12/30 17:17:38:835',11,14,65,8
1034,'2023/12/30 17:17:38:848',11,11,65,8
1035,'2023/12/30 17:17:38:854',11,10,65,8
1036,'2023/12/30 17:17:38:863',11,9,65,8
1037,'2023/12/30 17:17:38:871',11,8,65,8
1038,'2023/12/30 17:17:38:879',11,6,65,8
1039,'2023/12/30 17:17:38:886',11,5,64,8
1040,'2023/12/30 17:17:38:897',11,4,64,8
1041,'2023/12/30 17:17:38:904',11,3,63,8
1042,'2023/12/30 17:17:38:914',11,2,62,8
1043,'2023/12/30 17:17:38:920',11,1,62,8
1044,'2023/12/30 17:17:38:932',11,1,61,8
1045,'2023/12/30 17:17:38:937',11,0,61,8
1046,'2023/12/30 17:17:38:946',11,0,60,8
1047,'2023/12/30 17:17:39:013',11,0,59,8
1048,'2023/12/30 17:17:39:063',11,0,58,8
1049,'2023/12/30 17:17:39:100',11,0,57,8
1050,'2023/12/30 17:17:39:113',11,0,56,8
1051,'2023/12/30 17:17:39:130',11,0,54,8
1052,'2023/12/30 17:17:39:136',11,0,52,8
1053,'2023/12/30 17:17:39:148',11,0,51,8
1054,'2023/12/30 17:17:39:163',11,0,49,8
1055,'2023/12/30 17:17:39:174',11,0,47,8
1056,'2023/12/30 17:17:39:181',11,0,46,8
1057,'2023/12/30 17:17:39:196',11,0,45,8
1058,'2023/12/30 17:17:39:263',11,1,45,8
1059,'2023/12/30 17:17:39:280',11,2,45,8
1060,'2023/12/30 17:17:39:298',11,4,45,8
1061,'2023/12/30 17:17:39:313',11,6,45,8
1062,'2023/12/30 17:17:39:333',11,7,45,8
1063,'2023/12/30 17:17:39:347',11,8,45,8
1064,'2023/12/30 17:17:39:387',11,9,45,8
1065,'2023/12/30 17:17:39:406',11,10,45,8
1066,'2023/12/30 17:17:39:412',11,11,44,8
1067,'2023/12/30 17:17:39:421',11,12,44,8
1068,'2023/12/30 17:17:39:430',11,14,43,8
1069,'2023/12/30 17:17:39:439',11,15,42,8
1070,'2023/12/30 17:17:39:448',11,16,41,8
1071,'2023/12/30 17:17:39:453',11,18,40,8
1072,'2023/12/30 17:17:39:463',11,20,39,8
1073,'2023/12/30 17:17:39:471',11,21,39,8
1074,'2023/12/30 17:17:39:480',11,22,38,8
1075,'2023/12/30 17:17:39:488',11,23,38,8
1076,'2023/12/30 17:17:39:496',11,24,37,8
1077,'2023/12/30 17:17:39:514',11,25,37,8
1078,'2023/12/30 17:17:39:563',11,26,37,8
1079,'2023/12/30 17:17:39:580',11,26,38,8
1080,'2023/12/30 17:17:39:598',11,26,39,8
1081,'2023/12/30 17:17:39:613',11,27,41,8
1082,'2023/12/30 17:17:39:631',11,28,44,8
1083,'2023/12/30 17:17:39:646',11,29,47,8
1084,'2023/12/30 17:17:39:663',11,29,48,8
1085,'2023/12/30 17:17:39:684',11,29,49,8
1086,'2023/12/30 17:17:39:701',11,30,49,8
1087,'2023/12/30 17:17:39:734',11,30,50,8
1088,'2023/12/30 17:17:39:768',11,29,50,8
1089,'2023/12/30 17:17:39:768',11,28,51,8
1090,'2023/12/30 17:17:39:779',11,27,52,8
1091,'2023/12/30 17:17:39:796',11,24,54,8
1092,'2023/12/30 17:17:39:813',11,21,56,8
1093,'2023/12/30 17:17:39:831',11,19,58,8
1094,'2023/12/30 17:17:39:847',11,18,59,8
1095,'2023/12/30 17:17:39:880',11,18,60,8
